id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,sucursal,canal,medio_pago
V005418,23/03/2025,C1869,P0112,1,13300,0.05,Ecommerce,Online,Débito
V005418,23/03/2025,C1869,P0109,1,16560,0,Ecommerce,Online,Débito
V005419,22/02/2025,C0565,P0172,2,20860,0.15,Ecommerce,Online,Transferencia
V005420,18/06/2026,C0130,P0184,2,36970,0.1,City Bell,Local,Efectivo
V005420,18/06/2026,C0130,P0183,2,36060,0.1,City Bell,Local,Crédito
V005420,18/06/2026,C0130,P0003,1,25320,0.1,City Bell,Local,Efectivo
V005421,26/02/2026,C0253,P0001,1,25190,0,Los Hornos,Local,Efectivo
V005421,26/02/2026,C0253,P0040,2,20560,0,Los Hornos,Local,Débito
V005421,26/02/2026,C0253,P0051,1,22740,0,Los Hornos,Local,QR
V005422,03/03/2025,C1676,P0116,1,3790,0,Ecommerce,Online,Crédito
V005422,03/03/2025,C1676,P0102,1,4360,0,Ecommerce,Online,Crédito
V005422,03/03/2025,C1676,P0046,1,37360,0.1,Ecommerce,Online,Mercado Pago
V005422,03/03/2025,C1676,P0026,1,12810,0.05,Ecommerce,Online,Crédito
V005423,08/10/2025,C0425,P0146,1,38580,0,Ecommerce,Online,Mercado Pago
V005423,08/10/2025,C0425,P0067,1,57410,0,Ecommerce,Online,Transferencia
V005423,08/10/2025,C0425,P0171,1,48700,0,Ecommerce,Online,Mercado Pago
V005424,07/12/2025,,P0004,1,26260,0,City Bell,Local,Crédito
V005424,07/12/2025,,P0043,1,36510,0,City Bell,Local,QR
V005425,04/01/2025,C1311,P0078,3,53470,0,Centro,Local,QR
V005425,04/01/2025,C1311,P0088,1,11360,0.2,Centro,Local,Transferencia
V005425,04/01/2025,C1311,P0014,1,49670,0.2,Centro,Local,Débito
V005426,25/03/2026,C0799,P0035,1,8140,0,Centro,Local,QR
V005426,25/03/2026,C0799,P0007,1,20270,0,Centro,Local,Transferencia
V005426,25/03/2026,C0799,P0066,1,63240,0,Centro,Local,Efectivo
V005427,03/01/2025,C0263,P0001,2,24150,0,City Bell,Local,Crédito
V005427,03/01/2025,C0263,P0049,1,62190,0,City Bell,Local,Crédito
V005427,03/01/2025,C0263,P0007,1,20010,0,City Bell,Local,Débito
V005427,03/01/2025,C0263,P0094,3,2810,0,City Bell,Local,Débito
V005428,31/12/2025,C0669,P0163,1,68140,0,Centro,Local,QR
V005428,31/12/2025,C0669,P0069,1,64340,0,Centro,Local,Débito
V005429,12/07/2025,C1037,P0001,2,22740,0.05,Ecommerce,Online,Mercado Pago
V005430,22/04/2025,C1260,P0048,1,47730,0,Centro,Local,Efectivo
V005431,09/09/2025,C0965,P0004,1,27190,0.2,City Bell,Local,QR
V005431,09/09/2025,C0965,P0187,2,20810,0.05,City Bell,Local,QR
V005431,09/09/2025,C0965,P0038,1,11600,0.05,City Bell,Local,Transferencia
V005431,09/09/2025,C0965,P0101,1,4990,0.05,City Bell,Local,Débito
V005432,04/04/2026,,P0162,2,33000,0,Los Hornos,Local,Débito
V005432,04/04/2026,,P0117,1,8860,0,Los Hornos,Local,Transferencia
V005432,04/04/2026,,P0075,1,41010,0,Los Hornos,Local,Débito
V005433,12/05/2026,C1360,P0010,1,4710,0.15,Centro,Local,Transferencia
V005433,12/05/2026,C1360,P0108,1,3480,0,Centro,Local,QR
V005433,12/05/2026,C1360,P0031,1,36350,0.1,Centro,Local,QR
V005433,12/05/2026,C1360,P0014,1,47290,0,Centro,Local,Efectivo
V005434,12/08/2026,,P0166,4,33540,0.1,Centro,Local,Crédito
V005434,12/08/2026,,P0049,1,59600,0.05,Centro,Local,QR
V005434,12/08/2026,,P0002,1,7470,0.15,Centro,Local,Crédito
V005435,04/06/2025,C1656,P0171,1,51380,0.1,Centro,Local,Crédito
V005435,04/06/2025,C1656,P0058,1,17410,0.05,Centro,Local,Transferencia
V005436,27/07/2025,C0333,P0131,1,13520,0.05,City Bell,Local,Débito
V005436,27/07/2025,C0333,P0050,1,33400,0.1,City Bell,Local,Débito
V005436,27/07/2025,C0333,P0009,2,9070,0,City Bell,Local,Débito
V005436,27/07/2025,C0333,P0151,1,78340,0,City Bell,Local,Débito
V005437,05/11/2025,C1707,P0042,1,34910,0,City Bell,Local,Efectivo
V005438,09/04/2026,C1347,P0183,1,39030,0,Ecommerce,Online,Crédito
V005438,09/04/2026,C1347,P0101,1,4820,0,Ecommerce,Online,Débito
V005438,09/04/2026,C1347,P0036,4,51510,0.15,Ecommerce,Online,Transferencia
V005438,09/04/2026,C1347,P0169,1,53060,0.05,Ecommerce,Online,Mercado Pago
V005439,25/11/2025,C0888,P0196,2,25760,0,Los Hornos,Local,Efectivo
V005440,06/10/2025,,P0137,1,43840,0,Centro,Local,Débito
V005440,06/10/2025,,P0184,1,35390,0.1,Centro,Local,QR
V005440,06/10/2025,,P0131,1,12610,0,Centro,Local,Crédito
V005441,01/07/2025,C1044,P0103,1,2730,0,Los Hornos,Local,QR
V005441,01/07/2025,C1044,P0030,1,21540,0,Los Hornos,Local,Transferencia
V005442,19/08/2026,C1453,P0004,1,27870,0,Centro,Local,Efectivo
V005443,15/11/2025,C1447,P0002,2,7290,0.05,Centro,Local,Crédito
V005443,15/11/2025,C1447,P0137,1,47840,0.05,Centro,Local,Transferencia
V005443,15/11/2025,C1447,P0136,4,70500,0,Centro,Local,QR
V005443,15/11/2025,C1447,P0074,2,30270,0,Centro,Local,QR
V005444,05/04/2025,C0187,P0022,1,6550,0,Ecommerce,Online,Crédito
V005444,05/04/2025,C0187,P0169,3,54240,0,Ecommerce,Online,Mercado Pago
V005444,05/04/2025,C0187,P0054,1,21690,0,Ecommerce,Online,Crédito
V005445,24/03/2025,C1407,P0032,1,30460,0.1,Ecommerce,Online,Débito
V005445,24/03/2025,C1407,P0122,1,11550,0.05,Ecommerce,Online,Crédito
V005446,09/02/2025,C1466,P0001,1,24000,0,Centro,Local,QR
V005446,09/02/2025,C1466,P0108,1,3370,0,Centro,Local,QR
V005447,05/08/2026,C0821,P0067,1,61080,0.1,Centro,Local,Débito
V005448,05/02/2026,C0431,P0022,4,6380,0,Centro,Local,Crédito
V005448,05/02/2026,C0431,P0099,1,6750,0,Centro,Local,QR
V005448,05/02/2026,C0431,P0020,2,46580,0,Centro,Local,Transferencia
V005448,05/02/2026,C0431,P0057,1,21640,0,Centro,Local,Crédito
V005449,20/12/2025,C1516,P0123,2,18800,0,Ecommerce,Online,Mercado Pago
V005449,20/12/2025,C1516,P0018,2,12580,0.05,Ecommerce,Online,Mercado Pago
V005450,20/08/2026,C1791,P0177,2,18940,0.2,Los Hornos,Local,Efectivo
V005450,20/08/2026,C1791,P0157,1,32300,0.05,Los Hornos,Local,QR
V005450,20/08/2026,C1791,P0001,1,23250,0,Los Hornos,Local,QR
V005450,20/08/2026,C1791,P0164,2,18130,0.05,Los Hornos,Local,Débito
V005451,28/07/2026,C1027,P0020,1,46030,0.05,Centro,Local,Débito
V005451,28/07/2026,C1027,P0060,2,57130,0,Centro,Local,QR
V005451,28/07/2026,C1027,P0115,1,15510,0.1,Centro,Local,Efectivo
V005451,28/07/2026,C1027,P0136,1,71400,0.15,Centro,Local,Efectivo
V005452,25/05/2026,C1658,P0021,2,48130,0,Centro,Local,Crédito
V005453,18/01/2025,C0680,P0125,1,5960,0,Los Hornos,Local,Débito
V005454,29/09/2025,,P0136,1,66460,0.1,Centro,Local,Crédito
V005455,13/05/2025,C0628,P0033,1,47090,0.15,Los Hornos,Local,Transferencia
V005455,13/05/2025,C0628,P0105,1,3120,0,Los Hornos,Local,Efectivo
V005455,13/05/2025,C0628,P0028,1,33390,0,Los Hornos,Local,Efectivo
V005456,25/12/2025,C1503,P0049,1,61580,0.05,Centro,Local,Efectivo
V005456,25/12/2025,C1503,P0115,1,15800,0,Centro,Local,QR
V005456,25/12/2025,C1503,P0109,1,16470,0,Centro,Local,QR
V005456,25/12/2025,C1503,P0001,1,24150,0.1,Centro,Local,Crédito
V005457,10/03/2026,C0811,P0066,2,63080,0.1,Centro,Local,QR
V005458,11/04/2026,C0711,P0062,1,27630,0.05,Centro,Local,QR
V005458,11/04/2026,C0711,P0131,1,13380,0,Centro,Local,QR
V005458,11/04/2026,C0711,P0072,1,6040,0,Centro,Local,QR
V005458,11/04/2026,C0711,P0097,1,9930,0,Centro,Local,Débito
V005459,13/10/2025,C0482,P0003,2,23730,0.1,Centro,Local,Crédito
V005459,13/10/2025,C0482,P0035,2,8920,0.05,Centro,Local,Débito
V005460,08/05/2025,C0986,P0021,1,47000,0.05,Ecommerce,Online,Transferencia
V005460,08/05/2025,C0986,P0140,1,71790,0,Ecommerce,Online,Mercado Pago
V005460,08/05/2025,C0986,P0151,1,83840,0.15,Ecommerce,Online,Débito
V005461,25/05/2026,C1997,P0041,1,45490,0,City Bell,Local,Transferencia
V005461,25/05/2026,C1997,P0013,1,52610,0,City Bell,Local,Débito
V005461,25/05/2026,C1997,P0122,2,11640,0.1,City Bell,Local,Efectivo
V005461,25/05/2026,C1997,P0083,1,5090,0,City Bell,Local,Efectivo
V005462,28/07/2026,,P0073,1,54960,0.05,Ecommerce,Online,Crédito
V005462,28/07/2026,,P0186,2,9440,0,Ecommerce,Online,Crédito
V005463,11/02/2026,C1590,P0126,1,22110,0.15,Ecommerce,Online,Transferencia
V005464,20/09/2025,C0612,P0155,4,35900,0.15,Ecommerce,Online,Mercado Pago
V005464,20/09/2025,C0612,P0001,1,24080,0,Ecommerce,Online,Crédito
V005465,05/04/2026,C0981,P0075,1,41190,0,Centro,Local,Crédito
V005465,05/04/2026,C0981,P0003,3,26150,0.1,Centro,Local,Débito
V005465,05/04/2026,C0981,P0133,2,3710,0,Centro,Local,QR
V005465,05/04/2026,C0981,P0116,1,3490,0,Centro,Local,Crédito
V005466,18/12/2025,C1833,P0121,1,15290,0,Centro,Local,Débito
V005466,18/12/2025,C1833,P0110,1,15410,0,Centro,Local,Transferencia
V005466,18/12/2025,C1833,P0036,2,48310,0,Centro,Local,Crédito
V005466,18/12/2025,C1833,P0095,1,7590,0.2,Centro,Local,QR
V005467,10/06/2025,C1155,P0015,3,39920,0.2,Los Hornos,Local,Crédito
V005467,10/06/2025,C1155,P0108,1,3830,0,Los Hornos,Local,Efectivo
V005468,09/05/2026,C0596,P0006,1,52120,0,Ecommerce,Online,Débito
V005468,09/05/2026,C0596,P0105,2,3320,0,Ecommerce,Online,Transferencia
V005469,23/06/2026,C0840,P0034,1,48000,0.05,Centro,Local,Débito
V005469,23/06/2026,C0840,P0011,1,33960,0,Centro,Local,Crédito
V005469,23/06/2026,C0840,P0043,4,37160,0.05,Centro,Local,Crédito
V005469,23/06/2026,C0840,P0173,1,21140,0,Centro,Local,Débito
V005470,25/02/2025,C0435,P0010,1,4740,0,Los Hornos,Local,Crédito
V005470,25/02/2025,C0435,P0043,1,35760,0.05,Los Hornos,Local,Crédito
V005470,25/02/2025,C0435,P0179,1,25360,0,Los Hornos,Local,Crédito
V005470,25/02/2025,C0435,P0019,2,12300,0.05,Los Hornos,Local,Transferencia
V005471,10/08/2026,C0908,P0002,1,7500,0,Centro,Local,Crédito
V005472,11/08/2025,,P0194,2,21760,0,Centro,Local,Efectivo
V005472,11/08/2025,,P0176,1,14140,0,Centro,Local,QR
V005473,17/04/2025,C0228,P0004,1,26280,0,Centro,Local,Débito
V005473,17/04/2025,C0228,P0051,2,22470,0.05,Centro,Local,Transferencia
V005473,17/04/2025,C0228,P0147,1,55200,0,Centro,Local,Crédito
V005474,04/07/2026,C0615,P0002,1,7110,0,Ecommerce,Online,Débito
V005474,04/07/2026,C0615,P0056,1,64970,0,Ecommerce,Online,Mercado Pago
V005474,04/07/2026,C0615,P0023,1,54050,0,Ecommerce,Online,Crédito
V005475,07/05/2026,C0709,P0180,1,38190,0,Ecommerce,Online,Transferencia
V005476,26/07/2025,C1541,P0038,1,12340,0.05,Ecommerce,Online,Mercado Pago
V005477,04/07/2025,C0822,P0152,2,56300,0,Centro,Local,Débito
V005477,04/07/2025,C0822,P0050,1,32980,0,Centro,Local,QR
V005477,04/07/2025,C0822,P0197,1,7800,0,Centro,Local,Débito
V005478,20/10/2025,C1113,P0043,1,39790,0,City Bell,Local,Crédito
V005479,06/02/2026,C0837,P0002,2,7840,0.1,Ecommerce,Online,Débito
V005479,06/02/2026,C0837,P0001,1,24600,0.15,Ecommerce,Online,Transferencia
V005479,06/02/2026,C0837,P0033,1,52720,0,Ecommerce,Online,Mercado Pago
V005480,02/08/2026,C1114,P0008,1,44430,0,Centro,Local,Débito
V005480,02/08/2026,C1114,P0094,1,2910,0.05,Centro,Local,Crédito
V005481,26/01/2026,C0517,P0121,2,15670,0,City Bell,Local,Débito
V005481,26/01/2026,C0517,P0003,2,27040,0,City Bell,Local,Crédito
V005482,01/12/2025,C1360,P0045,1,58340,0.1,City Bell,Local,Efectivo
V005482,01/12/2025,C1360,P0022,2,6210,0,City Bell,Local,Crédito
V005482,01/12/2025,C1360,P0119,1,7170,0.2,City Bell,Local,Crédito
V005482,01/12/2025,C1360,P0143,1,84410,0,City Bell,Local,QR
V005483,22/07/2025,C0748,P0074,1,30960,0,Centro,Local,QR
V005484,29/11/2025,C1592,P0043,4,37020,0,Los Hornos,Local,Transferencia
V005484,29/11/2025,C1592,P0059,1,45120,0.1,Los Hornos,Local,QR
V005484,29/11/2025,C1592,P0141,2,57740,0,Los Hornos,Local,Efectivo
V005485,28/06/2025,C1099,P0159,1,58090,0,Ecommerce,Online,Débito
V005485,28/06/2025,C1099,P0001,1,22350,0.2,Ecommerce,Online,Crédito
V005485,28/06/2025,C1099,P0142,2,62840,0,Ecommerce,Online,Mercado Pago
V005485,28/06/2025,C1099,P0181,3,29710,0,Ecommerce,Online,Mercado Pago
V005486,09/07/2025,C1739,P0018,2,13720,0.1,Centro,Local,Débito
V005486,09/07/2025,C1739,P0046,1,39700,0.1,Centro,Local,QR
V005487,30/03/2026,C0261,P0118,1,11620,0,Ecommerce,Online,Débito
V005487,30/03/2026,C0261,P0045,1,56660,0,Ecommerce,Online,Débito
V005487,30/03/2026,C0261,P0077,2,62750,0.1,Ecommerce,Online,Mercado Pago
V005487,30/03/2026,C0261,P0080,2,24280,0,Ecommerce,Online,Mercado Pago
V005488,01/07/2025,C0829,P0002,1,7500,0,Ecommerce,Online,Mercado Pago
V005488,01/07/2025,C0829,P0010,3,4290,0,Ecommerce,Online,Crédito
V005488,01/07/2025,C0829,P0131,3,12690,0,Ecommerce,Online,Transferencia
V005488,01/07/2025,C0829,P0029,1,42470,0.15,Ecommerce,Online,Débito
V005489,18/04/2025,C1987,P0047,1,36210,0,City Bell,Local,Transferencia
V005489,18/04/2025,C1987,P0094,1,2830,0.05,City Bell,Local,Débito
V005489,18/04/2025,C1987,P0076,2,54300,0,City Bell,Local,Crédito
V005490,20/11/2025,C1355,P0001,1,23510,0.15,Ecommerce,Online,Transferencia
V005490,20/11/2025,C1355,P0030,1,22600,0,Ecommerce,Online,Mercado Pago
V005491,09/06/2026,C1968,P0117,1,9390,0.1,Ecommerce,Online,Mercado Pago
V005491,09/06/2026,C1968,P0008,2,44580,0,Ecommerce,Online,Mercado Pago
V005491,09/06/2026,C1968,P0042,2,35940,0,Ecommerce,Online,Transferencia
V005492,03/04/2026,,P0142,1,61820,0.05,Centro,Local,QR
V005492,03/04/2026,,P0028,1,33090,0,Centro,Local,Efectivo
V005492,03/04/2026,,P0002,1,7800,0,Centro,Local,Débito
V005492,03/04/2026,,P0023,1,50240,0.05,Centro,Local,Débito
V005493,16/09/2025,C0106,P0001,1,23200,0.2,Centro,Local,Transferencia
V005493,16/09/2025,C0106,P0050,1,37370,0.1,Centro,Local,Transferencia
V005493,16/09/2025,C0106,P0004,1,26100,0,Centro,Local,Débito
V005494,24/06/2026,C1685,P0007,1,18800,0,City Bell,Local,Transferencia
V005494,24/06/2026,C1685,P0073,1,55820,0,City Bell,Local,Débito
V005494,24/06/2026,C1685,P0051,2,22020,0,City Bell,Local,Transferencia
V005494,24/06/2026,C1685,P0009,1,9530,0,City Bell,Local,Débito
V005495,05/02/2026,C1964,P0058,1,17440,0,Los Hornos,Local,Débito
V005496,01/08/2025,C0402,P0184,2,36640,0,Los Hornos,Local,Débito
V005496,01/08/2025,C0402,P0024,1,18810,0,Los Hornos,Local,Débito
V005496,01/08/2025,C0402,P0062,1,28980,0,Los Hornos,Local,QR
V005497,28/03/2026,C1969,P0064,3,31190,0,Ecommerce,Online,Débito
V005497,28/03/2026,C1969,P0090,1,9070,0.2,Ecommerce,Online,Mercado Pago
V005498,02/03/2025,C1857,P0195,1,29970,0.1,City Bell,Local,Efectivo
V005498,02/03/2025,C1857,P0074,2,30580,0,City Bell,Local,QR
V005498,02/03/2025,C1857,P0005,2,21110,0,City Bell,Local,Transferencia
V005499,08/04/2026,C1007,P0129,1,5120,0.05,Ecommerce,Online,Mercado Pago
V005499,08/04/2026,C1007,P0035,1,8610,0,Ecommerce,Online,Débito
V005499,08/04/2026,C1007,P0083,3,5030,0.05,Ecommerce,Online,Transferencia
V005500,13/03/2025,C1932,P0183,1,38270,0,Ecommerce,Online,Mercado Pago
V005500,13/03/2025,C1932,P0016,1,70180,0,Ecommerce,Online,Mercado Pago
V005500,13/03/2025,C1932,P0105,1,3440,0,Ecommerce,Online,Mercado Pago
V005501,09/01/2025,,P0002,1,7400,0.2,Centro,Local,Débito
V005501,09/01/2025,,P0066,1,64070,0,Centro,Local,Efectivo
V005502,25/05/2026,C1115,P0046,4,37350,0,Ecommerce,Online,Mercado Pago
V005502,25/05/2026,C1115,P0110,2,14910,0,Ecommerce,Online,Mercado Pago
V005502,25/05/2026,C1115,P0158,2,77650,0,Ecommerce,Online,Crédito
V005503,10/02/2025,C1702,P0093,1,12160,0,Centro,Local,Débito
V005504,10/08/2026,C0738,P0085,1,3230,0,Centro,Local,Transferencia
V005504,10/08/2026,C0738,P0132,1,17930,0,Centro,Local,Débito
V005504,10/08/2026,C0738,P0001,1,25350,0.05,Centro,Local,QR
V005505,26/07/2026,C1082,P0102,1,4850,0,Ecommerce,Online,Débito
V005505,26/07/2026,C1082,P0014,1,46150,0.1,Ecommerce,Online,Débito
V005506,14/09/2025,C1106,P0199,1,21420,0.15,Ecommerce,Online,Transferencia
V005506,14/09/2025,C1106,P0155,1,36560,0.1,Ecommerce,Online,Débito
V005507,13/05/2025,C1767,P0005,4,23220,0,City Bell,Local,Débito
V005507,13/05/2025,C1767,P0003,1,24430,0,City Bell,Local,QR
V005507,13/05/2025,C1767,P0047,1,35270,0,City Bell,Local,Crédito
V005508,08/03/2025,C0677,P0012,1,23260,0.15,City Bell,Local,QR
V005509,03/11/2025,C0873,P0038,2,12450,0.2,City Bell,Local,QR
V005509,03/11/2025,C0873,P0041,1,47300,0.05,City Bell,Local,Efectivo
V005510,25/06/2026,C0187,P0046,1,40500,0.15,City Bell,Local,Crédito
V005511,20/05/2026,C0930,P0035,1,8100,0,Los Hornos,Local,Efectivo
V005511,20/05/2026,C0930,P0007,1,19890,0,Los Hornos,Local,QR
V005512,23/05/2025,C1720,P0107,1,10160,0,City Bell,Local,Crédito
V005513,12/05/2025,C1541,P0118,1,11430,0.05,Ecommerce,Online,Mercado Pago
V005513,12/05/2025,C1541,P0052,1,4390,0.1,Ecommerce,Online,Crédito
V005513,12/05/2025,C1541,P0180,2,36900,0,Ecommerce,Online,Crédito
V005514,09/02/2025,C1296,P0011,1,32960,0,City Bell,Local,Débito
V005514,09/02/2025,C1296,P0014,1,49170,0.05,City Bell,Local,Efectivo
V005514,09/02/2025,C1296,P0088,2,11440,0,City Bell,Local,QR
V005515,21/08/2026,C0797,P0123,1,18390,0.05,Centro,Local,QR
V005515,21/08/2026,C0797,P0105,2,3140,0.1,Centro,Local,QR
V005516,14/04/2026,C1866,P0198,1,9540,0.05,Centro,Local,Débito
V005516,14/04/2026,C1866,P0107,1,9360,0,Centro,Local,Crédito
V005516,14/04/2026,C1866,P0075,1,40480,0,Centro,Local,QR
V005516,14/04/2026,C1866,P0007,1,18330,0.05,Centro,Local,Transferencia
V005517,24/04/2025,,P0124,1,3920,0,Ecommerce,Online,Transferencia
V005518,20/08/2026,C0417,P0002,1,7170,0,Ecommerce,Online,Mercado Pago
V005519,25/07/2025,C0506,P0018,2,12460,0,Ecommerce,Online,Crédito
V005519,25/07/2025,C0506,P0035,1,9170,0,Ecommerce,Online,Transferencia
V005520,09/05/2025,C0417,P0088,1,11510,0,Ecommerce,Online,Mercado Pago
V005520,09/05/2025,C0417,P0009,1,9640,0,Ecommerce,Online,Transferencia
V005520,09/05/2025,C0417,P0038,2,12550,0,Ecommerce,Online,Mercado Pago
V005521,27/04/2026,,P0004,3,28070,0,City Bell,Local,Transferencia
V005521,27/04/2026,,P0037,1,48590,0,City Bell,Local,Débito
V005522,27/06/2025,C0531,P0001,1,23160,0,City Bell,Local,Crédito
V005522,27/06/2025,C0531,P0097,2,10320,0.05,City Bell,Local,Débito
V005522,27/06/2025,C0531,P0013,1,56370,0,City Bell,Local,Transferencia
V005522,27/06/2025,C0531,P0012,1,23250,0,City Bell,Local,Efectivo
V005523,27/09/2025,C1537,P0122,1,11970,0,Ecommerce,Online,Débito
V005523,27/09/2025,C1537,P0189,1,7530,0.05,Ecommerce,Online,Crédito
V005524,19/02/2025,C0628,P0187,1,20510,0,Centro,Local,Crédito
V005524,19/02/2025,C0628,P0077,3,58650,0,Centro,Local,Débito
V005524,19/02/2025,C0628,P0001,1,24030,0.1,Centro,Local,Crédito
V005525,15/06/2026,C0801,P0190,1,14360,0,City Bell,Local,Débito
V005525,15/06/2026,C0801,P0045,2,59650,0.05,City Bell,Local,Débito
V005525,15/06/2026,C0801,P0150,1,36890,0.1,City Bell,Local,QR
V005525,15/06/2026,C0801,P0196,4,24140,0.05,City Bell,Local,Efectivo
V005526,26/02/2026,C0921,P0007,2,20390,0,Los Hornos,Local,Crédito
V005526,26/02/2026,C0921,P0194,1,19990,0.1,Los Hornos,Local,Crédito
V005526,26/02/2026,C0921,P0001,1,25250,0.15,Los Hornos,Local,Efectivo
V005527,24/04/2025,C0185,P0021,1,49160,0.05,Centro,Local,Transferencia
V005527,24/04/2025,C0185,P0013,1,57890,0.1,Centro,Local,Efectivo
V005527,24/04/2025,C0185,P0131,2,12530,0.05,Centro,Local,Débito
V005528,07/05/2026,,P0008,1,45120,0,Ecommerce,Online,Crédito
V005529,25/05/2026,C0614,P0165,1,77240,0,Centro,Local,Débito
V005530,24/08/2025,C0011,P0199,1,22040,0.05,Los Hornos,Local,Débito
V005530,24/08/2025,C0011,P0008,1,44650,0,Los Hornos,Local,Efectivo
V005530,24/08/2025,C0011,P0048,1,51300,0,Los Hornos,Local,Débito
V005530,24/08/2025,C0011,P0125,1,5760,0.05,Los Hornos,Local,QR
V005531,06/11/2025,C0210,P0025,1,34000,0,City Bell,Local,Transferencia
V005532,29/06/2025,C1992,P0114,4,8080,0,Ecommerce,Online,Mercado Pago
V005533,13/03/2025,C1452,P0104,1,5980,0,Centro,Local,Transferencia
V005533,13/03/2025,C1452,P0008,1,47490,0,Centro,Local,Crédito
V005533,13/03/2025,C1452,P0181,1,32260,0,Centro,Local,Efectivo
V005533,13/03/2025,C1452,P0012,2,22460,0,Centro,Local,Crédito
V005534,16/08/2026,C1314,P0047,1,37090,0,Centro,Local,QR
V005534,16/08/2026,C1314,P0126,2,23010,0.15,Centro,Local,QR
V005534,16/08/2026,C1314,P0011,2,35150,0,Centro,Local,Efectivo
V005534,16/08/2026,C1314,P0023,1,50720,0,Centro,Local,Crédito
V005535,13/12/2025,C0531,P0036,1,47350,0,Ecommerce,Online,Crédito
V005535,13/12/2025,C0531,P0047,1,35740,0.1,Ecommerce,Online,Transferencia
V005535,13/12/2025,C0531,P0027,1,20190,0.05,Ecommerce,Online,Crédito
V005535,13/12/2025,C0531,P0037,2,50720,0,Ecommerce,Online,Débito
V005536,16/12/2025,,P0163,1,68040,0.2,Ecommerce,Online,Mercado Pago
V005536,16/12/2025,,P0200,1,12150,0,Ecommerce,Online,Crédito
V005537,07/08/2025,,P0136,1,66180,0,Los Hornos,Local,Transferencia
V005537,07/08/2025,,P0173,1,18790,0,Los Hornos,Local,Crédito
V005537,07/08/2025,,P0041,2,49770,0,Los Hornos,Local,Transferencia
V005537,07/08/2025,,P0171,1,48990,0.2,Los Hornos,Local,QR
V005538,15/03/2025,C0880,P0039,1,63520,0,Centro,Local,Crédito
V005538,15/03/2025,C0880,P0028,1,30850,0.05,Centro,Local,Débito
V005539,28/07/2026,C1080,P0114,1,8760,0,Ecommerce,Online,Débito
V005539,28/07/2026,C1080,P0084,2,4960,0.05,Ecommerce,Online,Débito
V005539,28/07/2026,C1080,P0023,1,55520,0,Ecommerce,Online,Mercado Pago
V005540,06/05/2026,C1625,P0062,1,29530,0.1,Los Hornos,Local,Crédito
V005541,24/06/2026,,P0114,1,8120,0.1,City Bell,Local,Efectivo
V005542,26/11/2025,C0090,P0088,1,10450,0,City Bell,Local,Débito
V005542,26/11/2025,C0090,P0179,2,25710,0.15,City Bell,Local,Efectivo
V005543,15/11/2025,C0459,P0178,1,35130,0,Ecommerce,Online,Crédito
V005543,15/11/2025,C0459,P0179,1,25590,0.05,Ecommerce,Online,Débito
V005543,15/11/2025,C0459,P0006,1,50080,0,Ecommerce,Online,Crédito
V005543,15/11/2025,C0459,P0051,4,24500,0,Ecommerce,Online,Transferencia
V005544,24/07/2025,C0832,P0077,1,62750,0,Centro,Local,QR
V005544,24/07/2025,C0832,P0046,1,39340,0.15,Centro,Local,QR
V005544,24/07/2025,C0832,P0024,1,19550,0,Centro,Local,QR
V005545,02/07/2025,C1953,P0004,1,26460,0,City Bell,Local,Débito
V005546,15/09/2025,,P0031,1,33350,0,City Bell,Local,Débito
V005546,15/09/2025,,P0112,2,14190,0,City Bell,Local,Transferencia
V005546,15/09/2025,,P0011,2,34530,0.1,City Bell,Local,Débito
V005546,15/09/2025,,P0081,1,9580,0,City Bell,Local,Débito
V005547,08/03/2026,C1100,P0124,3,4120,0,City Bell,Local,Efectivo
V005548,29/04/2025,C0138,P0181,2,31030,0.1,Centro,Local,Efectivo
V005548,29/04/2025,C0138,P0127,1,13120,0,Centro,Local,Transferencia
V005548,29/04/2025,C0138,P0045,2,58880,0.1,Centro,Local,Crédito
V005548,29/04/2025,C0138,P0036,2,46140,0,Centro,Local,QR
V005549,23/06/2025,C1780,P0031,2,35360,0,Los Hornos,Local,Transferencia
V005550,27/02/2026,C1495,P0069,1,62050,0.1,Los Hornos,Local,Débito
V005550,27/02/2026,C1495,P0141,1,61330,0.1,Los Hornos,Local,Crédito
V005550,27/02/2026,C1495,P0002,1,7420,0.15,Los Hornos,Local,Crédito
V005551,04/04/2025,,P0124,1,3760,0,Ecommerce,Online,Transferencia
V005551,04/04/2025,,P0009,1,8680,0.05,Ecommerce,Online,Transferencia
V005552,17/03/2025,C0808,P0050,2,33800,0,City Bell,Local,QR
V005552,17/03/2025,C0808,P0086,1,10090,0,City Bell,Local,Efectivo
V005553,19/06/2026,C1584,P0033,1,49580,0.15,Centro,Local,Efectivo
V005553,19/06/2026,C1584,P0144,1,34780,0.15,Centro,Local,QR
V005553,19/06/2026,C1584,P0004,1,24620,0,Centro,Local,Crédito
V005553,19/06/2026,C1584,P0040,1,20700,0,Centro,Local,Transferencia
V005554,16/08/2025,C0963,P0080,3,24740,0.15,Ecommerce,Online,Mercado Pago
V005555,19/02/2026,C1417,P0127,1,12110,0.15,Ecommerce,Online,Transferencia
V005556,09/10/2025,C0453,P0112,1,14800,0,Los Hornos,Local,Efectivo
V005557,07/03/2025,C1597,P0004,1,24750,0,Los Hornos,Local,Débito
